WP, 23, 2013100218,   , BEST,   0, 164N, 1498E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  180,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 23, 2013100300,   , BEST,   0, 164N, 1496E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  210,  30,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 23, 2013100306,   , BEST,   0, 163N, 1492E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1008,  210,  30,   0,   0, 
WP, 23, 2013100312,   , BEST,   0, 160N, 1484E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  210,  30,   0,   0,   W,   0,    ,   0,   0, TWENTYTHRE, S, 
WP, 23, 2013100318,   , BEST,   0, 159N, 1475E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  180,  45,   0,   0,   W,   0,    ,   0,   0, TWENTYTHRE, S, 
WP, 23, 2013100400,   , BEST,   0, 162N, 1466E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  180,  45,   0,   0,   W,   0,    ,   0,   0, TWENTYTHRE, S, 
WP, 23, 2013100406,   , BEST,   0, 168N, 1458E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1006,  180,  45,   0,   0,   W,   0,    ,   0,   0, TWENTYTHRE, S, 
WP, 23, 2013100412,   , BEST,   0, 173N, 1449E,  45,  989, TS,  34, NEQ,   50,   50,   50,   50, 1006,  180,  45,  45,   0,   W,   0,    ,   0,   0,      DANAS, M, 
WP, 23, 2013100418,   , BEST,   0, 179N, 1438E,  50,  985, TS,  34, NEQ,   55,   55,   55,   55, 1004,  160,  35,   0,   0,   W,   0,    ,   0,   0,      DANAS, M, 
WP, 23, 2013100500,   , BEST,   0, 182N, 1424E,  50,  985, TS,  34, NEQ,   65,   55,   55,   65, 1004,  160,  35,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100506,   , BEST,   0, 188N, 1410E,  55,  982, TS,  34, NEQ,   65,   55,   55,   65, 1001,  170,  20,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100506,   , BEST,   0, 188N, 1410E,  55,  982, TS,  50, NEQ,   20,   20,   20,   20, 1001,  170,  20,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100512,   , BEST,   0, 195N, 1396E,  60,  978, TS,  34, NEQ,   65,   55,   55,   65, 1003,  175,  20,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100512,   , BEST,   0, 195N, 1396E,  60,  978, TS,  50, NEQ,   20,   20,   20,   20, 1003,  175,  20,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100518,   , BEST,   0, 203N, 1381E,  75,  967, TY,  34, NEQ,   55,   55,   65,   70, 1003,  190,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100518,   , BEST,   0, 203N, 1381E,  75,  967, TY,  50, NEQ,   20,   20,   25,   25, 1003,  190,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100518,   , BEST,   0, 203N, 1381E,  75,  967, TY,  64, NEQ,   15,   15,   15,   15, 1003,  190,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100600,   , BEST,   0, 211N, 1365E,  75,  967, TY,  34, NEQ,   70,   70,   75,   80, 1003,  220,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100600,   , BEST,   0, 211N, 1365E,  75,  967, TY,  50, NEQ,   30,   30,   35,   35, 1003,  220,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100600,   , BEST,   0, 211N, 1365E,  75,  967, TY,  64, NEQ,   20,   20,   20,   20, 1003,  220,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100606,   , BEST,   0, 219N, 1349E,  90,  956, TY,  34, NEQ,   70,   70,   75,   80, 1002,  210,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100606,   , BEST,   0, 219N, 1349E,  90,  956, TY,  50, NEQ,   30,   30,   35,   35, 1002,  210,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100606,   , BEST,   0, 219N, 1349E,  90,  956, TY,  64, NEQ,   20,   20,   20,   20, 1002,  210,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100612,   , BEST,   0, 228N, 1334E, 100,  948, TY,  34, NEQ,   70,   70,   75,   80, 1004,  200,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
WP, 23, 2013100612,   , BEST,   0, 228N, 1334E, 100,  948, TY,  50, NEQ,   30,   30,   35,   35, 1004,  200,  15,   0,   0,   W,   0,    ,   0,   0,      DANAS, D, 
