WP, 22, 2013092918,   , BEST,   0, 116N, 1335E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1002,  200,  45,   0,   0, 
WP, 22, 2013093000,   , BEST,   0, 123N, 1334E,  20, 1001, DB,   0,    ,    0,    0,    0,    0, 1002,  200,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 22, 2013093006,   , BEST,   0, 131N, 1333E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1004,  190,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 22, 2013093012,   , BEST,   0, 135N, 1327E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1005,  200,  45,   0,   0,   W,   0,    ,   0,   0, TWENTY-TWO, S, 
WP, 22, 2013093018,   , BEST,   0, 141N, 1321E,  35,  996, TS,  34, NEQ,   35,   35,   35,   35, 1006,  200,  25,   0,   0, 
WP, 22, 2013100100,   , BEST,   0, 145N, 1318E,  40,  993, TS,  34, NEQ,   35,   35,   35,   35, 1006,  180,  25,   0,   0,   W,   0,    ,   0,   0,      FITOW, S, 
WP, 22, 2013100106,   , BEST,   0, 152N, 1315E,  50,  985, TS,  34, NEQ,   60,   60,   60,   60, 1006,  200,  35,   0,   0,   W,   0,    ,   0,   0,      FITOW, M, 
WP, 22, 2013100112,   , BEST,   0, 161N, 1314E,  50,  985, TS,  34, NEQ,   80,   80,   80,   80, 1006,  200,  35,   0,   0,   W,   0,    ,   0,   0,      FITOW, M, 
WP, 22, 2013100118,   , BEST,   0, 171N, 1310E,  55,  982, TS,  34, NEQ,   80,   70,   70,   75, 1006,  120,  35,   0,   0,   W,   0,    ,   0,   0,      FITOW, M, 
WP, 22, 2013100118,   , BEST,   0, 171N, 1310E,  55,  982, TS,  50, NEQ,   30,   30,   30,   30, 1006,  120,  35,   0,   0,   W,   0,    ,   0,   0,      FITOW, M, 
WP, 22, 2013100200,   , BEST,   0, 176N, 1305E,  55,  982, TS,  34, NEQ,   95,   85,   85,   90, 1006,  150,  30,   0,   0,   W,   0,    ,   0,   0,      FITOW, M, 
WP, 22, 2013100200,   , BEST,   0, 176N, 1305E,  55,  982, TS,  50, NEQ,   40,   40,   40,   40, 1006,  150,  30,   0,   0,   W,   0,    ,   0,   0,      FITOW, M, 
WP, 22, 2013100206,   , BEST,   0, 183N, 1300E,  60,  978, TS,  34, NEQ,   95,   85,   85,   90, 1004,  200,  30,   0,   0,   W,   0,    ,   0,   0,      FITOW, D, 
WP, 22, 2013100206,   , BEST,   0, 183N, 1300E,  60,  978, TS,  50, NEQ,   40,   40,   40,   40, 1004,  200,  30,   0,   0,   W,   0,    ,   0,   0,      FITOW, D, 
WP, 22, 2013100212,   , BEST,   0, 189N, 1297E,  60,  978, TS,  34, NEQ,  105,   95,   95,  100, 1005,  220,  30,   0,   0,   W,   0,    ,   0,   0,      FITOW, D, 
WP, 22, 2013100212,   , BEST,   0, 189N, 1297E,  60,  978, TS,  50, NEQ,   40,   40,   40,   40, 1005,  220,  30,   0,   0,   W,   0,    ,   0,   0,      FITOW, D, 
WP, 22, 2013100218,   , BEST,   0, 195N, 1295E,  60,  978, TS,  34, NEQ,  105,   95,   95,  100, 1004,  220,  30,   0,   0,   W,   0,    ,   0,   0,      FITOW, D, 
WP, 22, 2013100218,   , BEST,   0, 195N, 1295E,  60,  978, TS,  50, NEQ,   40,   40,   40,   40, 1004,  220,  30,   0,   0,   W,   0,    ,   0,   0,      FITOW, D, 
WP, 22, 2013100300,   , BEST,   0, 201N, 1296E,  60,  978, TS,  34, NEQ,  140,  140,  130,  135, 1005,  250,  30,   0,   0,   W,   0,    ,   0,   0,      FITOW, D, 
WP, 22, 2013100300,   , BEST,   0, 201N, 1296E,  60,  978, TS,  50, NEQ,   65,   65,   65,   65, 1005,  250,  30,   0,   0,   W,   0,    ,   0,   0,      FITOW, D, 
